1	19 
2	23 
3	28 
4	2 
5	16 
6	34 
7	4 
8	15 
9	16 
10	25 
11	24 
12	5 
13	16 
14	25 
15	19 
16	30 
17	14 
18	2 
19	10 
20	24 
21	15 
22	34 
23	14 
24	2 
25	11 
26	28 
27	26 
28	3 
29	8 
30	23 
31	1 
32	3 
33	21 
34	14 
35	35 
36	14 
37	8 
38	13 
39	7 
40	10 
41	34 
42	2 
43	27 
44	14 
45	3 
46	30 
47	15 
48	1 
49	27 
50	25 
51	35 
52	10 
53	9 
54	1 
55	22 
56	26 
57	16 
58	6 
59	21 
60	18 
61	19 
62	18 
63	3 
64	35 
65	5 
66	35 
67	10 
68	1 
69	21 
70	20 
71	25 
72	36 
73	35 
74	20 
75	34 
76	31 
77	9 
78	35 
79	34 
80	8 
81	17 
82	18 
83	1 
84	28 
85	18 
86	32 
87	5 
88	8 
89	3 
90	30 
91	15 
92	13 
93	34 
94	24 
95	22 
96	32 
97	23 
98	27 
99	35 
100	5 
101	5 
102	16 
103	3 
104	3 
105	16 
106	13 
107	19 
108	34 
109	32 
110	20 
111	8 
112	16 
113	35 
114	1 
115	31 
116	24 
117	4 
118	8 
119	20 
120	8 
121	32 
122	17 
123	30 
124	11 
125	33 
126	28 
127	22 
128	13 
129	11 
130	34 
131	31 
132	6 
133	22 
134	4 
135	21 
136	32 
137	31 
138	14 
139	30 
140	30 
141	11 
142	6 
143	4 
144	5 
145	9 
146	26 
147	25 
148	32 
149	23 
150	9 
151	18 
152	12 
153	3 
154	4 
155	12 
156	20 
157	32 
158	30 
159	13 
160	14 
161	28 
162	21 
163	35 
164	1 
165	36 
166	19 
167	6 
168	1 
169	22 
170	5 
171	5 
172	11 
173	25 
174	26 
175	2 
176	29 
177	28 
178	36 
179	1 
180	19 
181	1 
182	16 
183	33 
184	22 
185	24 
186	22 
187	36 
188	13 
189	3 
190	5 
191	1 
192	12 
193	34 
194	8 
195	24 
196	16 
197	12 
198	24 
199	16 
200	25 
201	15 
202	24 
203	14 
204	32 
205	6 
206	12 
207	27 
208	29 
209	20 
210	33 
211	21 
212	27 
213	5 
214	23 
215	35 
216	18 
217	20 
218	27 
219	11 
220	6 
221	3 
222	23 
223	27 
224	17 
225	35 
226	18 
227	16 
228	9 
229	30 
230	25 
231	31 
232	36 
233	8 
234	19 
235	13 
236	12 
237	2 
238	10 
239	35 
240	6 
241	11 
242	19 
243	15 
244	18 
245	9 
246	30 
247	14 
248	27 
249	16 
250	36 
251	18 
252	24 
253	25 
254	32 
255	4 
256	8 
257	34 
258	7 
259	24 
260	28 
261	7 
262	16 
263	4 
264	22 
265	26 
266	17 
267	1 
268	6 
269	14 
270	10 
271	25 
272	6 
273	12 
274	2 
275	26 
276	16 
277	32 
278	26 
279	6 
280	11 
281	30 
282	22 
283	10 
284	9 
285	13 
286	21 
287	4 
288	18 
289	8 
290	19 
291	13 
292	10 
293	21 
294	22 
295	11 
296	6 
297	13 
298	20 
299	18 
300	27 
301	26 
302	12 
303	8 
304	6 
305	11 
306	9 
307	6 
308	7 
309	20 
310	13 
311	1 
312	4 
313	36 
314	36 
315	13 
316	2 
317	12 
318	28 
319	29 
320	28 
321	16 
322	20 
323	34 
324	14 
325	13 
326	32 
327	3 
328	36 
329	36 
330	17 
331	23 
332	15 
333	30 
334	34 
335	18 
336	20 
337	3 
338	29 
339	31 
340	5 
341	30 
342	14 
343	23 
344	18 
345	36 
346	29 
347	7 
348	29 
349	10 
350	36 
351	8 
352	6 
353	4 
354	18 
355	24 
356	36 
357	30 
358	9 
359	26 
360	7 
361	36 
362	25 
363	11 
364	27 
365	21 
366	8 
367	31 
368	31 
369	6 
370	35 
371	27 
372	17 
373	25 
374	7 
375	19 
376	10 
377	14 
378	22 
379	5 
380	11 
381	5 
382	16 
383	19 
384	28 
385	22 
386	25 
387	28 
388	12 
389	3 
390	27 
391	32 
392	24 
393	30 
394	25 
395	10 
396	24 
397	11 
398	11 
399	4 
400	3 
401	31 
402	34 
403	20 
404	20 
405	21 
406	13 
407	16 
408	12 
409	11 
410	34 
411	4 
412	6 
413	1 
414	1 
415	33 
416	23 
417	15 
418	5 
419	34 
420	19 
421	17 
422	9 
423	15 
424	14 
425	29 
426	12 
427	31 
428	17 
429	26 
430	29 
431	5 
432	1 
433	2 
434	31 
435	7 
436	10 
437	3 
438	24 
439	7 
440	2 
441	10 
442	15 
443	14 
444	27 
445	28 
446	21 
447	31 
448	15 
449	2 
450	21 
451	19 
452	4 
453	13 
454	6 
455	32 
456	23 
457	31 
458	7 
459	33 
460	11 
461	36 
462	15 
463	10 
464	23 
465	30 
466	3 
467	7 
468	13 
469	19 
470	15 
471	10 
472	9 
473	36 
474	24 
475	36 
476	2 
477	30 
478	6 
479	23 
480	18 
481	21 
482	7 
483	2 
484	15 
485	14 
486	7 
487	12 
488	6 
489	35 
490	17 
491	29 
492	27 
493	11 
494	29 
495	24 
496	4 
497	22 
498	15 
499	14 
500	2 
501	6 
502	9 
503	18 
504	16 
505	35 
506	19 
507	10 
508	24 
509	34 
510	4 
511	20 
512	2 
513	10 
514	22 
515	25 
516	15 
517	31 
518	30 
519	22 
520	24 
521	7 
522	14 
523	29 
524	21 
525	9 
526	32 
527	21 
528	1 
529	30 
530	35 
531	8 
532	26 
533	15 
534	3 
535	3 
536	7 
537	23 
538	2 
539	9 
540	35 
541	21 
542	21 
543	4 
544	16 
545	23 
546	13 
547	17 
548	2 
549	23 
550	25 
551	4 
552	35 
553	29 
554	12 
555	34 
556	16 
557	2 
558	29 
559	7 
560	33 
561	31 
562	6 
563	2 
564	15 
565	27 
566	32 
